school,level,october_year,school_year,enrollment,max_enrollment,pct_of_max,KDG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2022,2022-23,167.0,234.0,0.7136752136752137,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2023,2023-24,234.0,234.0,1.0,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS),Other Program,2014,2014-15,7.0,45.0,0.15555555555555556,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS),Other Program,2015,2015-16,9.0,45.0,0.2,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS),Other Program,2016,2016-17,45.0,45.0,1.0,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS),Other Program,2017,2017-18,45.0,45.0,1.0,,,,,,,,,,,,,
TRANSITIONS*,Other Program,2021,2021-22,60.0,62.0,0.967741935483871,,,,,,,,,,,,,
TRANSITIONS*,Other Program,2022,2022-23,62.0,62.0,1.0,,,,,,,,,,,,,
TRANSITIONS*,Other Program,2023,2023-24,62.0,62.0,1.0,,,,,,,,,,,,,
UNIVERSITY HILL,Elementary,2014,2014-15,427.0,451.0,0.9467849223946785,,,,,,,,,,,,,
UNIVERSITY HILL,Elementary,2015,2015-16,436.0,451.0,0.9667405764966741,,,,,,,,,,,,,
UNIVERSITY HILL,Elementary,2016,2016-17,447.0,451.0,0.991130820399113,78.0,81.0,70.0,75.0,59.0,58.0,18.0,,,,,,
UNIVERSITY HILL,Elementary,2017,2017-18,449.0,451.0,0.9955654101995566,76.0,77.0,76.0,67.0,71.0,56.0,18.0,,,,,,
UNIVERSITY HILL,Elementary,2018,2018-19,446.0,451.0,0.9889135254988913,,,,,,,,,,,,,
UNIVERSITY HILL,Elementary,2019,2019-20,451.0,451.0,1.0,80.0,67.0,72.0,66.0,75.0,57.0,12.0,,,,,,
UNIVERSITY HILL,Elementary,2020,2020-21,429.0,451.0,0.9512195121951219,68.0,73.0,64.0,64.0,63.0,66.0,9.0,,,,,,
UNIVERSITY HILL,Elementary,2021,2021-22,421.0,451.0,0.9334811529933481,68.0,65.0,72.0,70.0,58.0,63.0,8.0,,,,,,
UNIVERSITY HILL,Elementary,2022,2022-23,407.0,451.0,0.9024390243902439,62.0,65.0,66.0,66.0,65.0,56.0,7.0,,,,,,
UNIVERSITY HILL,Elementary,2023,2023-24,371.0,451.0,0.8226164079822617,53.0,66.0,59.0,64.0,62.0,67.0,35.0,,,,,,
UNIVERSITY HILL,Elementary,2024,2024-25,382.0,451.0,0.8470066518847007,58.0,52.0,73.0,65.0,68.0,66.0,,,,,,,
UNIVERSITY HILL,Elementary,2025,2025-26,370.0,451.0,0.8203991130820399,59.0,53.0,57.0,71.0,65.0,65.0,,,,,,,
WHITTIER,Elementary,2014,2014-15,396.0,422.0,0.9383886255924171,,,,,,,,,,,,,
WHITTIER,Elementary,2015,2015-16,415.0,422.0,0.9834123222748815,,,,,,,,,,,,,
WHITTIER,Elementary,2016,2016-17,422.0,422.0,1.0,69.0,72.0,66.0,76.0,,,,,,,,,
WHITTIER,Elementary,2017,2017-18,383.0,422.0,0.9075829383886256,64.0,73.0,59.0,69.0,,,,,,,,,
WHITTIER,Elementary,2018,2018-19,400.0,422.0,0.9478672985781991,,,,,,,,,,,,,
WHITTIER,Elementary,2019,2019-20,379.0,422.0,0.8981042654028436,64.0,53.0,70.0,72.0,,,,,,,,,
WHITTIER,Elementary,2020,2020-21,331.0,422.0,0.7843601895734598,65.0,66.0,48.0,68.0,,,,,,,,,
WHITTIER,Elementary,2021,2021-22,325.0,422.0,0.7701421800947867,42.0,74.0,69.0,46.0,,,,,,,,,
WHITTIER,Elementary,2022,2022-23,329.0,422.0,0.7796208530805687,50.0,54.0,68.0,65.0,,,,,,,,,
WHITTIER,Elementary,2023,2023-24,293.0,422.0,0.6943127962085308,45.0,46.0,37.0,50.0,56.0,59.0,,,,,,,
WHITTIER,Elementary,2024,2024-25,268.0,422.0,0.6350710900473934,46.0,42.0,42.0,39.0,46.0,53.0,,,,,,,
WHITTIER,Elementary,2025,2025-26,258.0,422.0,0.6113744075829384,37.0,43.0,43.0,46.0,42.0,47.0,,,,,,,
